game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves,player_one_illegal_moves_details,player_two_illegal_moves_details
1749372238-1517,;1. e4 e5 2. Nf3 Nc6 3. Bc4 a5 4. d3 d6 5. Ng5 f5 6. Nf7 Qf6 7. Nxh8 Nh6 8. Bxh6 d5 9. Bxd5 Qxh6 10. Bf7+ Ke7 11. Bd5 fxe4 12. dxe4 Nd8 13. Qf3 Qc1+ 14. Qd1 Qxd1+ 15. Kxd1 g5 16. Nf7 c6 17. Bb3 a4 18. Nxg5 h6 19. Nf3 b5 20. Nxe5 Ke8 21. Bf7+ Nxf7 22. Nxf7 a3 23. bxa3 Kxf7 24. Nc3 Bxa3 25. Rb1 Be6 26. Re1 Bc5 27. Re2 b4 28. Na4 Rxa4 29. e5 Rxa2 30. Rc1 Ra7 31. Re4 Bd5 32. Rf4+ Ke6 33. Rf6+ Kxe5 34. Rxh6 Bxf2 35. Rh5+ Ke4 36. Rh4+ Bxh4 37. g3 Be7 38. Rb1 Bc5 39. Rb3 Bxb3 40. cxb3 Kd3 41. Ke1 Ra1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,41,41,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,42,22.923446655273438,41,0,[],[]
1749372256-6771,;1. e4 e5 2. Nf3 d6 3. Bc4 a5 4. d3 Nf6 5. Ng5 Be7 6. Nxf7 Bg4 7. f3 Qc8 8. Nxh8 Nc6 9. fxg4 Qxg4 10. Qxg4 Nxg4 11. Nf7 Nb4 12. Na3 Bh4+ 13. g3 d5 14. exd5 b5 15. Bxb5+ Kf8 16. Nxe5 Bxg3+ 17. hxg3 Nxe5 18. Rxh7 Rd8 19. Bf4 Nf7 20. Bxc7 Rxd5 21. Bc4 Rf5 22. O-O-O Rg5 23. Rf1 Nd5 24. Bxd5 Rxd5 25. Rh8+ Ke7 26. Re1+ Kd7 27. Bf4 g5 28. Be3 Ke6 29. Re8+ Kf5 30. Rf1+ Kg4 31. Rxf7 Rf5 32. Rxf5 Kxf5 33. Rf8+ Kg6 34. Rg8+ Kh6 35. Rxg5 Kh7 36. Rxa5 Kh8 37. Ra7 Kg8 38. Bd4 Kf8 39. Bc5+ Ke8 40. Ra8+ Kd7 41. Ra7+ Kc8 42. Ra6 Kc7 43. Ra7+ Kc6 44. Ra6+ Kd5 45. Ra5 Kc6 46. Bb4 Kc7 47. Ra6 Kb7 48. Ra5 Kc6 49. Ra6+ Kd7 50. Ra7+ Ke6 51. Ra6+ Ke5 52. Ra5+ Ke6 53. Ra6+ Kd7 54. Ra7+ Kc6 55. Ra6+ Kd7 56. Ra7+ Ke8 57. Ra8+ Kd7 58. Ra7+ Ke6 59. Ra6+ Kd7 60. Ra7+,1/2-1/2,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,1/2,1/2,0,0,60,60,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,60,18.033326625823975,60,0,[],[]
1749372277-1353,;1. e4 d5 2. exd5 Nf6 3. Nc3 a6 4. Bc4 b5 5. Bb3 g6 6. Nf3 c5 7. a3 Bg4 8. h3 Bf5 9. d3 Bg7 10. Bg5 h6 11. Bh4 Ra7 12. O-O Nbd7 13. Re1 O-O 14. Ne5 Nxd5 15. Nxd5 Nxe5 16. Nxe7+ Rxe7 17. Bxe7 Qxe7 18. f4 c4 19. dxc4 Qa7+ 20. Kh1 Nxc4 21. Bxc4 bxc4 22. c3 Qb7 23. Qd2 Bd3 24. Re3 Bf6 25. Rae1 Kg7 26. Re8 Rxe8 27. Rxe8 Qd7 28. Re1 Qc6 29. Qe3 Qb7 30. Qd2 Qb8 31. g3 Qd8 32. Kh2 Be7 33. Qe3 Bf6 34. Qc5 Qb8 35. Qb4 Qa7 36. Qd6 Qf2+ 37. Kh1 Qxe1+ 38. Kg2 Be4+ 39. Kh2 Qe2+ 40. Kg1 Qe1+ 41. Kh2 Kh7 42. Qxf6 Qe2+ 43. Kg1 Qg2#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,43,43,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,44,21.518062591552734,43,0,[],[]
1749372293-5230,;1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 4. Nxc6 bxc6 5. d3 Bb4+ 6. c3 Bc5 7. Be2 d5 8. exd5 cxd5 9. O-O a5 10. d4 Bd6 11. Bg5 Kf8 12. Bf3 Rb8 13. b3 h6 14. Bh4 Be6 15. Nd2 Ke8 16. Re1 Kf8 17. Bg3 Bxg3 18. fxg3 g6 19. Qe2 Kg7 20. Qe5 Bf5 21. g4 a4 22. gxf5 Re8 23. Qg3 Ne4 24. Nxe4 Rb6 25. Nc5 Rxe1+ 26. Rxe1 a3 27. fxg6 Qd6 28. Qxd6 Rxd6 29. gxf7 Rg6 30. Re7 Rg3 31. hxg3 Kg6 32. Bxd5 Kg7 33. Ne6+ Kh8 34. f8=Q#,1-0,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,1,0,0,0,34,34,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,34,16.19303297996521,34,0,[],[]
1749372311-6272,;1. e4 e5 2. Nf3 d5 3. exd5 Nf6 4. Nxe5 Qxd5 5. Nf3 Bg4 6. Be2 Qh5 7. O-O h6 8. h3 Bd6 9. hxg4 Nxg4 10. g3 Qh3 11. Re1 O-O 12. Bf1 Qh5 13. Bg2 f5 14. d4 f4 15. Bxf4 Rxf4 16. gxf4 Nc6 17. Ne5 Qh2+ 18. Kf1 Ncxe5 19. dxe5 Qh4 20. Qf3 Nh2+ 21. Ke2 Nxf3 22. Bxf3 Bc5 23. Rf1 c6 24. Nc3 Qxf4 25. Rad1 Qxe5+ 26. Ne4 Re8 27. Rd7 Bb6 28. Rfd1 Rf8 29. R1d3 Rxf3 30. Rxf3 Qxe4+ 31. Re3 Qc4+ 32. Kf3 Qxc2 33. Ree7 Qf5+ 34. Kg2 Qg5+ 35. Kf1 Qf6 36. Re8+ Kh7 37. Rdd8 Qxf2#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,37,37,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,38,18.075364351272583,37,0,[],[]
1749372333-8670,;1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. Qe2 f5 6. d3 d5 7. dxe4 dxe4 8. Ng5 Qf6 9. Qb5+ Nd7 10. Bc4 a6 11. Qd5 Bb4+ 12. c3 Bc5 13. Ne6 Bd6 14. Bg5 Nb6 15. Qd4 Qxd4 16. Nxd4 Nxc4 17. b3 Na5 18. O-O h6 19. Bd2 b6 20. c4 Be5 21. Bc3 O-O 22. Nd2 Rd8 23. Ne2 Bxc3 24. Nxc3 Rxd2 25. Rfd1 Rxd1+ 26. Rxd1 Be6 27. Nd5 Bxd5 28. Rxd5 Rf8 29. Rd7 Nc6 30. Rxc7 Rf6 31. Rb7 Nb4 32. a3 Nc2 33. a4 Nd4 34. b4 Rd6 35. c5 bxc5 36. bxc5 Rd5 37. Rb6 Rxc5 38. Rxa6 Rc1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,38,38,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,39,21.80283284187317,38,0,[],[]
1749372367-3867,;1. e4 d5 2. exd5 Nf6 3. Nc3 a6 4. Bc4 Nbd7 5. Nf3 b5 6. Bb3 Bb7 7. O-O b4 8. Ne2 Nc5 9. c4 g6 10. d4 Nxb3 11. Qxb3 Bg7 12. Qxb4 Rb8 13. Qa4+ Qd7 14. Qxd7+ Kxd7 15. Ne5+ Ke8 16. Bg5 Ne4 17. Bf4 g5 18. Be3 Nd6 19. b3 Nf5 20. Bxg5 f6 21. Bf4 fxe5 22. Bxe5 e6 23. Bxg7 Nxg7 24. dxe6 a5 25. d5 c6 26. Nf4 Rf8 27. g3 Rxf4 28. gxf4 Nf5 29. Rfe1 cxd5 30. cxd5 Ke7 31. Rad1 Kd6 32. Re5 Rf8 33. Kg2 Ne7 34. Kg3 Rf6 35. Kg4 Rf8 36. Kg5 h6+ 37. Kxh6 Rg8 38. Kh7 Rf8 39. Kg7 Rxf4 40. Re3 Bxd5 41. Red3 Kxe6 42. Re1+ Kd7 43. Red1 Rxf2 44. Rxd5+ Nxd5 45. Rxd5+ Kc7 46. Rxa5 Rxh2 47. Ra7+ Kc8 48. a4 Re2 49. b4 Re4 50. b5 Rg4+ 51. Kf6 Rd4 52. Ke5 Rg4 53. Kd6 Kb8 54. Ra6 Rc4 55. Kd5 Rh4 56. Kc5 Kb7 57. a5 Rg4 58. Rb6+ Kc7 59. a6 Rg5+ 60. Kb4 Kxb6 61. a7 Kxa7 62. Ka5 Rg4 63. b6+ Kb8 64. Ka6 Rd4 65. b7 Rd6+ 66. Kb5 Kxb7 67. Kc5 Rd7 68. Kc4 Kb6 69. Kc3 Kb5 70. Kb3 Rd6 71. Kc3 Rd7 72. Kb3 Rc7 73. Kb2 Ka4 74. Ka2 Rc2+ 75. Kb1 Kb3 76. Ka1 Rc8 77. Kb1 Rc6 78. Ka1 Rd6 79. Kb1 Rc6 80. Ka1 Rf6 81. Kb1 Rf1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,81,81,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,82,34.207937240600586,81,0,[],[]
1749372392-3163,;1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 exd4 5. Nxd4 Nf6 6. Nxc6 bxc6 7. e5 Ng8 8. Qf3 Nh6 9. Bxh6 d5 10. Bxg7 Rg8 11. Bd3 Rxg7 12. O-O Bg4 13. Qf4 Bh3 14. g3 Bxf1 15. Kxf1 f6 16. exf6 Bxf6 17. Nc3 Kf7 18. Re1 Kg8 19. Qf5 Bxc3 20. bxc3 Qd7 21. Qh5 Rf8 22. Kg2 Qd6 23. Re8 Qd7 24. Rxf8+ Kxf8 25. Qf5+ Qxf5 26. Bxf5 Re7 27. Bd3 h6 28. Kf3 c5 29. c4 c6 30. cxd5 cxd5 31. Bb5 c4 32. Bc6 Rf7+ 33. Ke3 Re7+ 34. Kd4 Re2 35. Bxd5 Rxc2 36. Bxc4 Kg7 37. Kc5 Rd2 38. a4 h5 39. a5 Kf6 40. a6 Rc2 41. Kc6 Rxc4+ 42. Kb7 Rb4+ 43. Kxa7 Ke5 44. Ka8 Rb5 45. a7 Kd6 46. f4 Rb6 47. f5 Kc7 48. f6 Rb3 49. f7 Rf3 50. f8=Q Rxf8#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,3,0,49,50,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,51,24.703071117401123,50,0,"[{'move_number': 47, 'attempted_move': 'Kd8', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd8' in K7/P7/1r1k4/7p/5P2/6P1/7P/8 w - - 1 47"", 'attempt': 1}, {'move_number': 47, 'attempted_move': 'Kd8', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd8' in K7/P7/1r1k4/7p/5P2/6P1/7P/8 w - - 1 47"", 'attempt': 2}, {'move_number': 47, 'attempted_move': 'Kd8', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd8' in K7/P7/1r1k4/7p/5P2/6P1/7P/8 w - - 1 47"", 'attempt': 3}]",[]
1749372405-4010,;1. e4 Nf6 2. e5 Ng8 3. d4 e6 4. Nf3 d6 5. Bd3 a6 6. O-O Nd7 7. Re1 d5 8. c4 Nb6 9. c5 Nc4 10. b3 Nxe5 11. Nxe5 Ne7 12. Bg5 Bd7 13. Nc3 g6 14. Qf3 f6 15. Bxf6 Nf5 16. Bxd8 Bg7 17. Bxf5 O-O 18. Bxe6+ Bxe6 19. Qg3 Rfxd8 20. Nxg6 Bf7 21. Ne7+ Kh8 22. Nf5 Bf6 23. Qxc7 Re8 24. Qxf7 Rf8 25. Qxd5 Rad8 26. Qxb7 Rxd4 27. Nxd4 Rd8 28. Ne6 Bxc3 29. Nxd8 a5 30. Re8+,1-0,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,1,0,0,0,30,30,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,30,12.484868288040161,30,0,[],[]
1749372437-3483,;1. e4 d5 2. exd5 e6 3. dxe6 Bxe6 4. Nf3 Nc6 5. Bb5 Qd6 6. O-O Ne7 7. d4 O-O-O 8. c3 Bg4 9. Be2 Qg6 10. Nbd2 Kb8 11. Nc4 Bh3 12. Nh4 Qe4 13. Bf3 Qxh4 14. gxh3 Nd5 15. Bg2 a6 16. Qg4 Be7 17. Qxh4 Bxh4 18. Bxd5 Rxd5 19. Bf4 Nxd4 20. cxd4 Rxd4 21. Bg3 Rxc4 22. Rac1 Rxc1 23. Rxc1 Bd8 24. Rd1 Kc8 25. Rd3 Re8 26. Kg2 Bf6 27. b3 Rd8 28. Rxd8+ Bxd8 29. Kf3 c6 30. Ke4 Be7 31. Kf5 Kd7 32. Be5 f6 33. Bd4 g6+ 34. Ke4 b5 35. f4 Ke6 36. h4 f5+ 37. Kf3 h5 38. Bf2 c5 39. Ke3 Kd5 40. Kd3 Bf6 41. Be1 c4+ 42. bxc4+ bxc4+ 43. Kc2 Ke4 44. Bg3 Kd5 45. Bf2 Be7 46. Be1 Ke4 47. Bg3 Bf6 48. Be1 Bd8 49. Bg3 Bf6 50. Be1 Bd8 51. Bg3 Ba5 52. Be1 Bc7 53. Bg3 Bxf4 54. Bxf4 Kxf4 55. Kc3 Ke4 56. Kxc4 Kf3 57. Kc5 Kg4 58. Kb6 f4 59. Kxa6 f3 60. Kb6 Kh3 61. a4 f2 62. a5 Kg4 63. a6 f1=R 64. a7 Ra1 65. Kb7 Kxh4 66. a8=Q Rxa8 67. Kxa8 Kh3 68. Kb7 g5 69. Kc6 Kxh2 70. Kd5 g4 71. Ke4 g3 72. Kf3 h4 73. Kg4 h3 74. Kf3 g2 75. Kf2 g1=Q+ 76. Kf3 Qd4 77. Ke2 Kg2 78. Ke1 Kf3 79. Kf1 Qf2#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,79,79,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,80,32.223320960998535,79,0,[],[]
1749372448-7099,;1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 Bf6 5. d5 Na5 6. Bd3 h5 7. Bd2 c6 8. dxc6 bxc6 9. Bc3 Ne7 10. Bxe5 Ng6 11. Bxf6 Qxf6 12. Nc3 Rb8 13. Rb1 h4 14. h3 Rxb2 15. Rxb2 Qxc3+ 16. Qd2 Qxb2 17. Qxa5 Qc1+ 18. Ke2 Nf4#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,18,18,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,19,10.923024892807007,18,0,[],[]
1749372475-2877,;1. e4 e6 2. d4 Nf6 3. e5 Nd5 4. c4 Nb6 5. Nc3 Nc6 6. Nf3 d5 7. c5 Nc4 8. Bxc4 a6 9. Bd3 b6 10. cxb6 Be7 11. bxc7 Qd7 12. Be3 Bb4 13. O-O Ba5 14. Na4 Rg8 15. Nc5 Bxc7 16. Nxd7 Bxd7 17. Rc1 Ke7 18. Qc2 h6 19. Qc5+ Ke8 20. Qc2 Bd8 21. Qd2 Ba5 22. Qe2 Nb4 23. a3 Bb5 24. Bxb5+ Nc6 25. Bxc6+ Ke7 26. Bxa8 Rxa8 27. Rc6 Rb8 28. Rfc1 Ke8 29. Rc8+ Bd8 30. Rxb8 g6 31. Rcc8 Kf8 32. Rxd8+ Ke7 33. Rd7+ Kxd7 34. Qc2 g5 35. Qc7+ Kxc7 36. Rb7+ Kxb7 37. Nd2 Kc6 38. Nb3 Kb6 39. Nc5 g4 40. Nxe6 a5 41. Nf8 Kc7 42. Nh7 h5 43. Nf6 Kc6 44. Nxh5 f5 45. Nf6 g3 46. Nxd5 Kxd5 47. hxg3 Ke6 48. g4 fxg4 49. f3 g3 50. f4 Kf5 51. Kf1 a4 52. Ke2 Kg4 53. Kd3 Kf5 54. Kc4 Kg6 55. Kb4 Kf5 56. Kxa4 Kg4 57. Kb4 Kf5 58. a4 Ke4 59. a5 Kxe3 60. a6 Kf2 61. a7 Kxg2 62. a8=Q+ Kg1 63. Qa1+ Kf2 64. Qa2+ Ke1 65. Qa1+ Ke2 66. Qa2+ Kf2 67. Qa1 Kf3 68. Qa2 Kxf4 69. Qa1 Kg5 70. Qa2 Kh4 71. Qa1 Kh5 72. Qa2 g2 73. Qa1 Kg5 74. Qa2 Kf4 75. Qa1 Ke4 76. Qa2 g1=Q 77. Qa1 Qxa1 78. Kb3 Kxd4 79. Kc2 Qe1 80. Kb3 Qe4 81. Ka3 Qe1 82. Ka2 Kd3 83. Ka3 Qa5+ 84. Kb3 Qb5+ 85. Ka2 Qa5+ 86. Kb1 Qxe5 87. Ka2 Kc2 88. Ka3 Qa5#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,88,88,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,89,26.92179536819458,88,0,[],[]
1749372502-4725,;1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Qb6 5. Nf3 Bd7 6. Bd3 cxd4 7. cxd4 Bb5 8. O-O Bxd3 9. Qxd3 Qa6 10. Qxa6 bxa6 11. Nc3 h6 12. Be3 Nc6 13. Rac1 Kd7 14. Na4 g6 15. Nc5+ Bxc5 16. Rxc5 Rb8 17. b3 g5 18. Rfc1 Rc8 19. Nd2 a5 20. a3 Nge7 21. Nb1 a4 22. b4 Nf5 23. Rb5 Rb8 24. Rxb8 Rxb8 25. Rd1 a5 26. bxa5 Rb3 27. Bc1 Nxa5 28. Nd2 Rb7 29. Nf3 g4 30. Nd2 h5 31. f3 Nxd4 32. fxg4 hxg4 33. Nf1 Nac6 34. Be3 Ne2+ 35. Kf2 Nc3 36. Rc1 Ne4+ 37. Ke2 Rb2+ 38. Kd3 Rb3+ 39. Ke2 Rxa3 40. Nd2 Nxd2 41. Kxd2 Nxe5 42. Bd4 Rd3+ 43. Ke2 Rxd4 44. Ra1 Rc4 45. Rxa4 Rxa4 46. Ke3 Ra2 47. Kf4 Kd6 48. Kg5 Rxg2 49. Kf6 d4 50. Kg7 Rxh2 51. Kf8 g3 52. Ke8 Rh8#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,52,52,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,53,27.24153709411621,52,0,[],[]
1749372521-1968,;1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 e6 5. Nf3 a6 6. Be2 Be7 7. O-O Nc6 8. Be3 Nf6 9. Qd2 b6 10. Rad1 Qd8 11. Ne5 Na5 12. Bf3 Bb7 13. Bxb7 Nxb7 14. Qe2 Bb4 15. Qf3 Nd6 16. Nc6 Qc8 17. Nxb4 a5 18. Nc6 b5 19. Ne5 Qb7 20. Qxb7 Nxb7 21. Nxb5 Nd5 22. c4 Nd6 23. Nxd6+ cxd6 24. Nc6 Nb4 25. Nxb4 d5 26. Nc6 f6 27. cxd5 exd5 28. Rfe1 a4 29. Bf4+ Kf8 30. Re7 Rd8 31. Rde1 g5 32. Bg3 Ra8 33. Rb7 Rc8 34. Ree7 Rxc6 35. Rb8+ Kxe7 36. Rxh8 Rc1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,36,36,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,37,19.199084997177124,36,0,[],[]
1749372555-9571,;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O a6 5. c3 Bb6 6. d4 exd4 7. cxd4 Na5 8. Bd3 d6 9. Nc3 h6 10. Be3 Nf6 11. e5 Ng4 12. h3 Nxe3 13. fxe3 Be6 14. b4 Nc6 15. a3 dxe5 16. Nxe5 Nxe5 17. dxe5 Qg5 18. Qf3 O-O-O 19. Be4 Qxe5 20. Bxb7+ Kb8 21. Ne4 Rd3 22. Rae1 g5 23. Nc5 Rxa3 24. Nxa6+ Ka7 25. Nc5 Rb8 26. Nxe6 Rxe3 27. Rxe3 Qxe3+ 28. Qxe3 Bxe3+ 29. Kh1 Rxb7 30. Nc5 Rxb4 31. Nd3 Rb5 32. Rxf7 Bb6 33. Rh7 Rb1+ 34. Kh2 h5 35. Rxh5 Be3 36. Rh7 Kb7 37. Ne5 Bf4+ 38. g3 Rb2+ 39. Kg1 Bxe5 40. Re7 Rb1+ 41. Kg2 Rb5 42. Kf3 Rb3+ 43. Kg4 Rxg3+ 44. Kf5 Bd6 45. Re4 Rxh3 46. Kxg5 Rg3+ 47. Kf5 Rf3+ 48. Ke6 Rd3 49. Kf5 Kc6 50. Ke6 Kb7 51. Kf5 Rf3+ 52. Ke6 Rb3 53. Kd5 Rb5+ 54. Kc4 Rb4+ 55. Kd3 Rxe4 56. Kxe4 Bf8 57. Kd5 Bd6 58. Kc4 Kc6 59. Kd4 Bh2 60. Kc4 Be5 61. Kd3 Kd5 62. Ke3 c5 63. Kd3 c4+ 64. Kc2 Kd4 65. Kd2 c3+ 66. Kc2 Ke4 67. Kd1 Kd3 68. Kc1 Bc7 69. Kd1 Be5 70. Kc1 Bd6 71. Kd1 Bg3 72. Kc1 Bd6 73. Kd1 c2+ 74. Kc1 Bg3 75. Kb2 Bd6 76. Kc1 Bh2 77. Kb2 Be5+ 78. Kc1 Bh2 79. Kb2 Bg3 80. Kc1 Bf4+ 81. Kb2 c1=Q+ 82. Kb3 Bd6 83. Ka4 Kc4 84. Ka5 Bh2 85. Kb6 Qb1+ 86. Kc6 Qb5#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,86,86,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,87,33.76524114608765,86,0,[],[]
1749372584-5791,;1. e4 e6 2. d4 Nf6 3. e5 Ne4 4. Bd3 Bb4+ 5. c3 f5 6. cxb4 Nc6 7. Bxe4 fxe4 8. Qg4 g6 9. Qxe4 Nxb4 10. a3 Nc6 11. Nf3 Ne7 12. Bg5 d5 13. Qf4 b6 14. Bxe7 Kxe7 15. Qf6+ Kd7 16. Qxd8+ Rxd8 17. O-O c5 18. dxc5 Ba6 19. Rd1 Be2 20. Rd2 Bxf3 21. gxf3 bxc5 22. Nc3 Rab8 23. Na4 c4 24. Nc5+ Ke7 25. Na6 Rb3 26. Nc7 Kd7 27. Na6 Ke7 28. Nc5 Rbb8 29. Na6 Rb3 30. Nc5 Rxf3 31. Na6 Rc8 32. Nb4 Rb3 33. Na6 Rc6 34. Nb8 Rxb8 35. Rb1 g5 36. Rd4 h6 37. Rg4 Kd7 38. h4 c3 39. hxg5 Rxb2 40. Rxb2 cxb2 41. gxh6 b1=R+ 42. Kg2 Rc4 43. Rg7+ Kc6 44. h7 Rh4 45. Rxa7 Rbh1 46. Ra6+ Kc5 47. Rxe6 R1h2+ 48. Kf3 Rxh7 49. Rd6 Rf7+ 50. Ke3 Rh5 51. e6 Re7 52. f4 Re8 53. Kf3 Kxd6 54. Kg4 Kxe6 55. Kxh5 Rg8 56. Kh6 d4 57. Kh7 Kf7 58. f5 d3 59. f6 Rg2 60. a4 d2 61. a5 Rg8 62. a6 d1=Q 63. a7 Rh8+ 64. Kxh8 Qh1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,64,64,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,65,29.102928638458252,64,0,[],[]
1749372601-8733,;1. e4 e6 2. d4 Nf6 3. e5 Nd5 4. c4 Nb6 5. Nc3 d5 6. c5 N6d7 7. f4 a6 8. Nf3 b6 9. b4 a5 10. bxa5 bxc5 11. dxc5 Be7 12. Be3 Bxc5 13. Bxc5 Nxc5 14. Bb5+ Bd7 15. Bxd7+ Ncxd7 16. O-O Nc6 17. Qa4 Ne7 18. Nd4 O-O 19. Nxc6 Nxc6 20. Qxc6 h5 21. Nb5 Rxa5 22. a4 Qe7 23. Qxc7 Qc5+ 24. Qxc5 Nxc5 25. Rfc1 Rxa4 26. Rxa4 Nxa4 27. Rc7 h4 28. Nd6 Nb2 29. Kf2 d4 30. Ke2 f5 31.,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,5,0,30,31,False,False,True,False,adam_lichess_8layers.pt vs. Stockfish 1,31,17.386717796325684,31,0,"[{'move_number': 31, 'attempted_move': 'Kd3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd3' in 5rk1/2R3p1/3Np3/4Pp2/3p1P1p/8/1n2K1PP/8 w - f6 0 31"", 'attempt': 1}, {'move_number': 31, 'attempted_move': 'Kd3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd3' in 5rk1/2R3p1/3Np3/4Pp2/3p1P1p/8/1n2K1PP/8 w - f6 0 31"", 'attempt': 2}, {'move_number': 31, 'attempted_move': 'Kd3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd3' in 5rk1/2R3p1/3Np3/4Pp2/3p1P1p/8/1n2K1PP/8 w - f6 0 31"", 'attempt': 3}, {'move_number': 31, 'attempted_move': 'Kd3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd3' in 5rk1/2R3p1/3Np3/4Pp2/3p1P1p/8/1n2K1PP/8 w - f6 0 31"", 'attempt': 4}, {'move_number': 31, 'attempted_move': 'Kd3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd3' in 5rk1/2R3p1/3Np3/4Pp2/3p1P1p/8/1n2K1PP/8 w - f6 0 31"", 'attempt': 5}]",[]
1749372620-7282,;1. e4 d5 2. exd5 e5 3. dxe6 f5 4. e7 Bxe7 5. Nf3 Nf6 6. Bc4 Qd6 7. O-O Nc6 8. Re1 Nd4 9. Nxd4 Qxd4 10. Bb3 Kd8 11. c3 Qd3 12. Bc2 Qd6 13. d4 b6 14. Bg5 Bd7 15. Nd2 Re8 16. Nc4 Qd5 17. Bb3 h6 18. Bxf6 Qxg2+ 19. Kxg2 gxf6 20. Qh5 a5 21. Qxh6 Ra7 22. Qg7 b5 23. Ne3 Rb7 24. Nd5 c5 25. Nxe7 c4 26. Bc2 Ra7 27. Nxf5 Bc6+ 28. Kf1 Rxg7 29. Rxe8+ Kc7 30. Rae1 Rh7 31. R1e7+ Rxe7 32. Rxe7+ Kb8 33. Nd6 Bf3 34. Rb7+ Bxb7 35. Nxb7 Kxb7 36. Be4+ Kc8 37. h4 f5 38. Bxf5+ Kb8 39. h5 Kb7 40. h6 a4 41. h7 a3 42. bxa3 Kc6 43. h8=Q Kb7 44. Qe5 b4 45. Qb5+ Ka7 46. Qxb4 Ka8 47. Qxc4 Ka7 48. Qb4 Ka6 49. Bd3+ Ka7 50. Qb5 Ka8 51. Qb6,1/2-1/2,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,1/2,1/2,0,0,51,51,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,51,18.3334002494812,51,0,[],[]
